"ID1","ID2","UD_DIAM","LD_DIAM","E_LD_DIAM","BAND","MU_LAMBDA","METHOD","BANDCODE","NOTES","BIBCODE","SINPE"
"HD84810","","3.09717","3.248","0.0004","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","3.09695","3.2482","0.0004","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","3.08485","3.2359","0.0007","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","2.63828","2.7313","0.0003","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","2.60085","2.6918","0.001","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","2.59989","2.6905","0.0004","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","2.60375","2.6947","0.0003","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","2.61558","2.7058","0.0004","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","2.84296","2.939","0.0026","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","2.89133","2.9887","0.0037","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","3.09287","3.2531","0.0003","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","3.11169","3.2672","0.0004","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
"HD84810","","3.10887","3.2726","0.0003","H","","1","7","Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting.","2016MNRAS.455.4231A",""
